OBJECTID,Asset ID,Suburb,Street,Parking restriction Sign Type,Sign Category,Sign Status,Sign owner,BCC Code For Signs,Sign Direction,Sign is Temporary,Related Signs,Multi-sign Plate,Additional Sign Text,ParkingRestrictionDaysandTimes,SAP Object Number,SAP ID Number,Parking Restriction Code,GlobalID,geo_shape,geo_point_2d,Suburb_List,Latitude,Longitude,Parking_Restriction_Type
22713,SN-10-1000-1302258,FOREST LAKE,COLLEGE AVENUE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100331041,IE000000000100331041,43,5b7f5b11-2b5e-4166-b56c-2157fe92aecb,"{""coordinates"": [152.97195554265843, -27.620426308186367], ""type"": ""Point""}","-27.620426308186367, 152.97195554265843","F, FOREST LAKE",-27.620426308186367,152.97195554265843,Loading Zone Passengers 2 Min. Max
22768,SN-10-1000-1163268,HIGHGATE HILL,BLAKENEY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100332145,IE000000000100332145,45,70c02cb2-c3c2-417a-91fd-260d2ea0a6d2,"{""coordinates"": [153.01947914772657, -27.484583758299944], ""type"": ""Point""}","-27.484583758299944, 153.01947914772657","H, HIGHGATE HILL",-27.484583758299944,153.01947914772657,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
22823,SN-10-1000-1183622,BRISBANE CITY,ANN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45Z2R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-SAT:11am-2pm,000000000100333276,IE000000000100333276,45,60b732fd-cde3-4f08-89ac-a89f9477b9b4,"{""coordinates"": [153.02874425506536, -27.464346787363162], ""type"": ""Point""}","-27.464346787363162, 153.02874425506536","B, BRISBANE CITY",-27.464346787363162,153.02874425506536,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
22856,SN-10-1000-1229361,WOOLLOONGABBA,CORNWALL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100333981,IE000000000100333981,43,37a155b0-3c63-4547-ae17-7120c3c35c25,"{""coordinates"": [153.03248655195495, -27.500595978621718], ""type"": ""Point""}","-27.500595978621718, 153.03248655195495","W, WOOLLOONGABBA",-27.500595978621718,153.03248655195495,Loading Zone Passengers 2 Min. Max
22886,SN-10-1000-1072618,MITCHELTON,SAMFORD ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100326779,IE000000000100326779,43,69d8ec14-c362-4655-85eb-28e257c66b77,"{""coordinates"": [152.97848580158117, -27.41572904709886], ""type"": ""Point""}","-27.41572904709886, 152.97848580158117","M, MITCHELTON",-27.41572904709886,152.97848580158117,Loading Zone Passengers 2 Min. Max
22889,SN-20-2000-2590373,KEPERRA,DAWSON PARADE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43VL,Left,0,1,0,2 MIN MAX,MON-FRI:8 AM-4 PM,000000000100443680,IE000000000100443680,43,da88a7af-3e74-4e6d-b003-7c1212dcac8b,"{""coordinates"": [152.9609257472079, -27.399106619390334], ""type"": ""Point""}","-27.399106619390334, 152.9609257472079","K, KEPERRA",-27.399106619390334,152.9609257472079,Loading Zone Passengers 2 Min. Max
22916,SN-10-1000-1291444,FOREST LAKE,CENTENNIAL WAY,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100327480,IE000000000100327480,43,9e55c9ce-3a52-44b2-86d8-65445df741b5,"{""coordinates"": [152.95778298418415, -27.626602500028305], ""type"": ""Point""}","-27.626602500028305, 152.95778298418415","F, FOREST LAKE",-27.626602500028305,152.95778298418415,Loading Zone Passengers 2 Min. Max
22970,SN-10-1000-1237736,MOOROOKA,BEAUDESERT ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100328622,IE000000000100328622,45,c22802fc-cf36-4c2d-89ef-f966924993a4,"{""coordinates"": [153.02476672158792, -27.532996343620503], ""type"": ""Point""}","-27.532996343620503, 153.02476672158792","M, MOOROOKA",-27.532996343620503,153.02476672158792,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
22979,SN-20-2000-2432945,FORTITUDE VALLEY,GREEN SQUARE CLOSE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100432220,IE000000000100432220,45,b19bad18-f3dd-4e19-b2cf-4595185e3907,"{""coordinates"": [153.03482945242865, -27.45386817765457], ""type"": ""Point""}","-27.45386817765457, 153.03482945242865","F, FORTITUDE VALLEY",-27.45386817765457,153.03482945242865,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
22983,SN-10-1000-1276513,NUNDAH,BUCKLAND ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100328891,IE000000000100328891,43,f8e4390f-50b0-439f-9bf2-8e1157094402,"{""coordinates"": [153.05770157352987, -27.403031292030644], ""type"": ""Point""}","-27.403031292030644, 153.05770157352987","N, NUNDAH",-27.403031292030644,153.05770157352987,Loading Zone Passengers 2 Min. Max
22993,SN-10-1000-1238406,STAFFORD,WEBSTER ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PL,Left,0,1,0,2 MIN MAX,":7:00AM-9:00AM ,MON-FRI:2:00PM-4:00PM",000000000100329080,IE000000000100329080,43,b338fce9-2283-441b-bdb6-e29a5119db3b,"{""coordinates"": [153.0167439396249, -27.412612402155347], ""type"": ""Point""}","-27.412612402155347, 153.0167439396249","S, STAFFORD",-27.412612402155347,153.0167439396249,Loading Zone Passengers 2 Min. Max
22997,SN-10-1000-1239128,ANNERLEY,WALDHEIM STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100329182,IE000000000100329182,43,e93899f9-d51b-4c73-8d14-20edf9c1206b,"{""coordinates"": [153.03429229456606, -27.509795767459558], ""type"": ""Point""}","-27.509795767459558, 153.03429229456606","A, ANNERLEY",-27.509795767459558,153.03429229456606,Loading Zone Passengers 2 Min. Max
23007,SN-10-1000-1178067,SOUTH BRISBANE,GREY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100329389,IE000000000100329389,43,9196bad9-95c3-4931-8a57-acfb8c893563,"{""coordinates"": [153.02333695929306, -27.481371546986566], ""type"": ""Point""}","-27.481371546986566, 153.02333695929306","S, SOUTH BRISBANE",-27.481371546986566,153.02333695929306,Loading Zone Passengers 2 Min. Max
23060,SN-10-1000-1238172,CHERMSIDE,PLAYFIELD STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100336552,IE000000000100336552,43,347ccf0c-5ae1-4f69-80ae-6912f9e15cae,"{""coordinates"": [153.03433905853922, -27.385084017747637], ""type"": ""Point""}","-27.385084017747637, 153.03433905853922","C, CHERMSIDE",-27.385084017747637,153.03433905853922,Loading Zone Passengers 2 Min. Max
23073,SN-10-1000-1215925,INDOOROOPILLY,HARTS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2-4pm",000000000100332432,IE000000000100332432,43,66d371c2-9977-4472-9f7a-1487581c3a5a,"{""coordinates"": [152.9842278130456, -27.507610563112305], ""type"": ""Point""}","-27.507610563112305, 152.9842278130456","I, INDOOROOPILLY",-27.507610563112305,152.9842278130456,Loading Zone Passengers 2 Min. Max
23102,SN-10-1000-1283350,ZILLMERE,ZILLMERE ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100340471,IE000000000100340471,43,b0f39bc4-8ba0-463b-9956-02da4eac3532,"{""coordinates"": [153.03628102802526, -27.359127084057967], ""type"": ""Point""}","-27.359127084057967, 153.03628102802526","Z, ZILLMERE",-27.359127084057967,153.03628102802526,Loading Zone Passengers 2 Min. Max
23104,SN-10-1000-1214935,ALBION,ALBION ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100332588,IE000000000100332588,43,bf0454c5-5dfe-42bb-9759-c7aade7e0060,"{""coordinates"": [153.04020875603436, -27.42983597180935], ""type"": ""Point""}","-27.42983597180935, 153.04020875603436","A, ALBION",-27.42983597180935,153.04020875603436,Loading Zone Passengers 2 Min. Max
23122,SN-10-1000-1289894,SANDGATE,BRIGHTON ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45NR,Right,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:8am-5:30pm ,SAT:8am-12noon",000000000100330014,IE000000000100330014,45,4d8ff5bb-b9ba-479e-8ff6-f122d267215d,"{""coordinates"": [153.0682756773425, -27.318472011074444], ""type"": ""Point""}","-27.318472011074444, 153.0682756773425","S, SANDGATE",-27.318472011074444,153.0682756773425,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23123,SN-20-2000-2372819,SPRING HILL,ROGERS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,1,2 MINS MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100430425,IE000000000100430425,43,1214c59b-9ee4-401a-8663-e6caf44fa8ee,"{""coordinates"": [153.02698999608876, -27.459037498260656], ""type"": ""Point""}","-27.459037498260656, 153.02698999608876","S, SPRING HILL",-27.459037498260656,153.02698999608876,Loading Zone Passengers 2 Min. Max
23131,SN-10-1000-1274938,TARINGA,MOGGILL ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43NL,Left,0,1,1,2 MIN MAX,"MON-FRI:8am-5:30pm ,SAT:8am-12noon",000000000100336845,IE000000000100336845,43,7f08c1a5-389f-4536-9950-476e9f26c657,"{""coordinates"": [152.97947338336888, -27.49290019779015], ""type"": ""Point""}","-27.49290019779015, 152.97947338336888","T, TARINGA",-27.49290019779015,152.97947338336888,Loading Zone Passengers 2 Min. Max
23145,SN-10-1000-1214330,FIG TREE POCKET,CUBBERLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYD,Bi-Directional,0,1,0,2 MIN MAX,":8am-9am ,SCHOOLDAYS:2:30pm-3:30pm",000000000100340687,IE000000000100340687,43,a8079682-179a-4e86-9518-c985ff54200b,"{""coordinates"": [152.96531746567442, -27.527002926748626], ""type"": ""Point""}","-27.527002926748626, 152.96531746567442","F, FIG TREE POCKET",-27.527002926748626,152.96531746567442,Loading Zone Passengers 2 Min. Max
23148,SN-10-1000-1136377,NEW FARM,BOWEN TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100332810,IE000000000100332810,43,5f55c9f9-8ee5-4042-9292-3f3993f52910,"{""coordinates"": [153.04127083235718, -27.464907866732172], ""type"": ""Point""}","-27.464907866732172, 153.04127083235718","N, NEW FARM",-27.464907866732172,153.04127083235718,Loading Zone Passengers 2 Min. Max
23150,SN-10-1000-1220002,FORTITUDE VALLEY,ALFRED STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100330164,IE000000000100330164,45,cb19a99e-8ad5-4384-a680-0e342348fdf1,"{""coordinates"": [153.03254134940528, -27.456412922837625], ""type"": ""Point""}","-27.456412922837625, 153.03254134940528","F, FORTITUDE VALLEY",-27.456412922837625,153.03254134940528,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23155,SN-10-1000-1281591,FERNY GROVE,FINVOY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYL,Left,0,1,1,2 MIN MAX,":8am-9am ,SCHOOLDAYS:2:30pm-3:30pm",000000000100336992,IE000000000100336992,43,8dbc497c-d01f-4a35-bece-5d8004405daa,"{""coordinates"": [152.92861739126744, -27.4026735680891], ""type"": ""Point""}","-27.4026735680891, 152.92861739126744","F, FERNY GROVE",-27.4026735680891,152.92861739126744,Loading Zone Passengers 2 Min. Max
23170,SN-20-2000-2584018,BOONDALL,ROSCOMMON ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100443932,IE000000000100443932,43,e4320b7d-414e-47b6-ba73-0a91546019a2,"{""coordinates"": [153.05742561938212, -27.34821263943429], ""type"": ""Point""}","-27.34821263943429, 153.05742561938212","B, BOONDALL",-27.34821263943429,153.05742561938212,Loading Zone Passengers 2 Min. Max
23171,SN-10-1000-1237072,BRISBANE CITY,HERSCHEL STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45Z2R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:9am-7pm,000000000100340822,IE000000000100340822,45,af28486f-0996-47a6-9ad6-191412d76648,"{""coordinates"": [153.01946751621384, -27.467414220471085], ""type"": ""Point""}","-27.467414220471085, 153.01946751621384","B, BRISBANE CITY",-27.467414220471085,153.01946751621384,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23178,SN-10-1000-1184976,BRISBANE CITY,CHARLOTTE STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45Z1R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:5am-2pm,000000000100330346,IE000000000100330346,45,17a51443-eb26-4b0a-a6d2-b33801455737,"{""coordinates"": [153.0273237481526, -27.470808103789448], ""type"": ""Point""}","-27.470808103789448, 153.0273237481526","B, BRISBANE CITY",-27.470808103789448,153.0273237481526,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23213,SN-20-2000-2566072,BRISBANE CITY,QUEEN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45AL,Left,0,1,1,"2 MIN MAX,20 MINS MAX",ALL OTHER TIMES:null-null,000000000100444453,IE000000000100444453,45,1a37871a-5e92-4ec7-99eb-71018eaf6244,"{""coordinates"": [153.02912084483143, -27.466551130552844], ""type"": ""Point""}","-27.466551130552844, 153.02912084483143","B, BRISBANE CITY",-27.466551130552844,153.02912084483143,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23235,SN-20-2000-2412475,SOUTH BRISBANE,LITTLE STANLEY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100432359,IE000000000100432359,45,682bdfd4-7056-423e-a180-0ffff8a9a480,"{""coordinates"": [153.02337257579234, -27.480504766958777], ""type"": ""Point""}","-27.480504766958777, 153.02337257579234","S, SOUTH BRISBANE",-27.480504766958777,153.02337257579234,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23236,SN-10-1000-1131206,SPRING HILL,WICKHAM TERRACE EXIT,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,0,"2 MIN MAX,20 MINS MAX",MON-SAT:5pm-7pm,000000000100337370,IE000000000100337370,45,3330e49a-2b91-4d5c-bddd-e80dab9e148f,"{""coordinates"": [153.02084889462452, -27.464080159072264], ""type"": ""Point""}","-27.464080159072264, 153.02084889462452","S, SPRING HILL",-27.464080159072264,153.02084889462452,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23237,SN-10-1000-1287546,BARDON,BOUNDARY ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43Z1YR,Right,0,1,1,2 MIN MAX,":8am-9am ,SCHOOLDAYS:2:30pm-3:30pm",000000000100341109,IE000000000100341109,43,c0118a58-bf59-4002-925d-d0b69412fac3,"{""coordinates"": [152.98522690479808, -27.466977839101524], ""type"": ""Point""}","-27.466977839101524, 152.98522690479808","B, BARDON",-27.466977839101524,152.98522690479808,Loading Zone Passengers 2 Min. Max
23292,SN-10-1000-1130328,SPRING HILL,QUARRY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100341515,IE000000000100341515,43,91f338a8-e011-4334-93cf-e17bfc73b3c4,"{""coordinates"": [153.02739923247339, -27.457600553755515], ""type"": ""Point""}","-27.457600553755515, 153.02739923247339","S, SPRING HILL",-27.457600553755515,153.02739923247339,Loading Zone Passengers 2 Min. Max
23308,SN-10-1000-1178095,SOUTH BRISBANE,GREY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100331058,IE000000000100331058,45,c5cc6335-2c36-4dc2-a0b1-74cd571029f7,"{""coordinates"": [153.0223511602991, -27.479624503003457], ""type"": ""Point""}","-27.479624503003457, 153.0223511602991","S, SOUTH BRISBANE",-27.479624503003457,153.0223511602991,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23310,SN-10-1000-1237397,YERONGA,VILLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PR,Right,0,1,0,2 MIN MAX,":7am-9am ,MON-FRI:2pm-4pm",000000000100333617,IE000000000100333617,43,4c8adfc6-1492-4999-952c-85c4ebea8727,"{""coordinates"": [153.0231473135083, -27.517597958854193], ""type"": ""Point""}","-27.517597958854193, 153.0231473135083","Y, YERONGA",-27.517597958854193,153.0231473135083,Loading Zone Passengers 2 Min. Max
23313,SN-10-1000-1288384,ZILLMERE,ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100333762,IE000000000100333762,43,dd5e38d4-2f5c-475a-a141-3f136dc16470,"{""coordinates"": [153.0385353743594, -27.35813472080192], ""type"": ""Point""}","-27.35813472080192, 153.0385353743594","Z, ZILLMERE",-27.35813472080192,153.0385353743594,Loading Zone Passengers 2 Min. Max
23333,SN-20-2000-2503002,BRISBANE CITY,HUTTON LANE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZL,Left,0,1,0,"2 MIN MAX,20 MINS MAX","MON-FRI:5 AM-7 PM ,SAT:8 AM-7 PM",000000000100444503,IE000000000100444503,45,8b128fe0-a4a8-490d-9f7a-caf809f4d245,"{""coordinates"": [153.02836736225802, -27.46532816350768], ""type"": ""Point""}","-27.46532816350768, 153.02836736225802","B, BRISBANE CITY",-27.46532816350768,153.02836736225802,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
23368,SN-10-1000-1235342,HOLLAND PARK,WILBUR STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43VL,Left,0,1,0,2 MIN MAX,SCHOOLDAYS:8am-4pm,000000000100333914,IE000000000100333914,43,e338a7cc-bb71-429a-be1c-94996ca0e985,"{""coordinates"": [153.06290472184403, -27.513825382776407], ""type"": ""Point""}","-27.513825382776407, 153.06290472184403","H, HOLLAND PARK",-27.513825382776407,153.06290472184403,Loading Zone Passengers 2 Min. Max
23456,SN-20-2000-2584494,BOONDALL,ZILLMERE ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100444245,IE000000000100444245,43,7d5444ff-b695-4d6e-af98-9b0659c5bf01,"{""coordinates"": [153.05654773801115, -27.36211581721059], ""type"": ""Point""}","-27.36211581721059, 153.05654773801115","B, BOONDALL",-27.36211581721059,153.05654773801115,Loading Zone Passengers 2 Min. Max
23480,SN-10-1000-1202205,TOOWONG,BYWONG STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100331970,IE000000000100331970,43,f84a46d6-8ae3-4fdf-83d3-20d652ad2ffb,"{""coordinates"": [152.97879006762898, -27.486291298246837], ""type"": ""Point""}","-27.486291298246837, 152.97879006762898","T, TOOWONG",-27.486291298246837,152.97879006762898,Loading Zone Passengers 2 Min. Max
23540,SN-10-1000-1178156,SOUTH BRISBANE,GREY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100334971,IE000000000100334971,43,8b49f4ed-488c-486c-8b5d-4ecfd3292ab9,"{""coordinates"": [153.02012409510388, -27.475554997192003], ""type"": ""Point""}","-27.475554997192003, 153.02012409510388","S, SOUTH BRISBANE",-27.475554997192003,153.02012409510388,Loading Zone Passengers 2 Min. Max
23556,SN-10-1000-1199695,NORTHGATE,TOOMBUL ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43AL,Left,0,1,1,2 MIN MAX,ALL OTHER TIMES:-,000000000100332364,IE000000000100332364,43,2f8e1b7f-93f6-499b-bc28-95c71ffe6246,"{""coordinates"": [153.07299533582994, -27.393216164302043], ""type"": ""Point""}","-27.393216164302043, 153.07299533582994","N, NORTHGATE",-27.393216164302043,153.07299533582994,Loading Zone Passengers 2 Min. Max
23568,SN-10-1000-1136371,NEW FARM,BOWEN TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100332440,IE000000000100332440,43,a71acaba-6175-47da-a864-c90578d41a8d,"{""coordinates"": [153.04133138480785, -27.464968118764506], ""type"": ""Point""}","-27.464968118764506, 153.04133138480785","N, NEW FARM",-27.464968118764506,153.04133138480785,Loading Zone Passengers 2 Min. Max
23594,SN-10-1000-1260547,THE GAP,SETTLEMENT ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYD,Bi-Directional,0,1,0,2 MIN MAX,":8-9am ,SCHOOLDAYS:2-4pm",000000000100339216,IE000000000100339216,43,00c86ff6-da25-4179-87bb-bf1b493bea34,"{""coordinates"": [152.94409511062037, -27.441622594797913], ""type"": ""Point""}","-27.441622594797913, 152.94409511062037","T, THE GAP",-27.441622594797913,152.94409511062037,Loading Zone Passengers 2 Min. Max
23601,SN-10-1000-1134202,KELVIN GROVE,BLAMEY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45AR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",ALL OTHER TIMES:-,000000000100335157,IE000000000100335157,45,b3a84986-64d4-4dfc-af71-252472424dc1,"{""coordinates"": [153.01445399230835, -27.453303463083316], ""type"": ""Point""}","-27.453303463083316, 153.01445399230835","K, KELVIN GROVE",-27.453303463083316,153.01445399230835,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
